amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
121.13,11,2,2836,1.177,0,0
680.15,6,2,1006,1.021,0,0
82.64,9,1,3268,1.43,0,0
243.16,7,1,2614,1.347,0,0
55.45,17,2,543,0.836,0,0
50.35,7,1,3734,0.8,0,0
65.84,10,1,542,0.708,0,0
528.09,11,2,978,0.845,0,0
15.98,10,2,316,0.778,0,0
53.74,15,0,2239,1.159,0,0
45.53,10,3,2898,0.552,0,0
255.93,6,1,1698,1.357,0,0
53.72,12,3,3030,0.875,1,0
129.59,22,3,1287,0.38,0,0
69.25,19,2,3867,0.989,0,0
34.03,11,0,996,1.26,0,0
416.06,19,3,3186,1.091,0,0
143.96,13,1,3618,1.035,0,0
106.63,7,4,3629,0.721,0,0
17.46,14,0,641,0.943,0,0
326.09,12,2,2144,0.577,0,0
96.39,16,2,1843,1.316,0,0
67.43,20,4,1177,1.17,0,0
128.05,9,0,2374,0.882,0,0
62.03,21,1,2351,0.481,0,0
29.1,14,3,3229,0.396,0,0
194.87,20,1,2640,1.396,0,0
70.84,6,0,1456,0.538,0,0
130.03,19,2,1290,1.443,0,0
5.7,20,0,1841,0.659,0,0
101.97,9,0,3981,1.016,0,0
117.71,20,1,1809,1.143,1,0
46.02,22,2,2636,1.483,0,0
48.34,17,1,1423,0.705,0,0
64.28,14,3,3368,1.455,0,0
183.98,22,1,3803,0.991,0,0
71.37,7,0,3715,0.962,0,0
67.41,21,2,3940,1.675,0,0
948.66,15,1,980,0.68,1,0
246.53,18,0,3336,1.403,0,0
19.28,18,1,1086,0.95,0,0
27.29,22,0,1842,0.918,0,0
62.34,22,3,2576,0.482,0,0
118.48,8,3,3731,1.774,0,0
10.09,22,0,2745,0.832,0,0
103.32,18,3,660,1.282,0,0
124.47,16,4,389,1.499,0,0
101.33,12,2,2906,0.818,0,0
100.38,22,1,2486,1.581,0,0
51.85,6,2,228,1.112,0,0
86.02,6,1,1319,1.082,0,0
613.63,22,1,1961,0.887,0,0
51.55,21,3,1797,1.127,0,0
88.75,19,3,1322,1.322,0,0
49.19,16,5,3799,0.94,0,0
115.5,16,1,3114,1.313,0,0
95.46,8,1,1655,0.902,0,0
145.18,15,1,881,1.279,0,0
87.14,14,0,1405,0.927,0,0
128.06,17,2,902,0.824,0,0
112.64,7,2,1115,0.921,0,0
77.04,14,2,3127,0.178,0,0
126.1,17,1,3124,0.975,0,0
55.23,15,3,3258,1.496,0,0
24.91,21,0,2854,0.948,0,0
208.12,21,1,3403,1.072,0,0
35.15,21,2,2094,1.498,0,0
27.62,16,1,2873,1.571,0,0
100.46,20,2,2938,0.51,0,0
15.59,13,0,1477,0.547,0,0
63.8,13,3,2588,0.827,0,0
160.47,9,2,3980,1.726,0,0
104.79,17,1,1492,1.061,0,0
67.76,9,3,757,1.403,0,0
70.24,11,4,737,0.937,0,0
79.63,14,1,3558,0.749,0,0
128.94,19,1,926,1.011,0,0
187.26,18,2,3076,0.892,0,0
203.8,17,1,3414,0.154,0,0
427.75,18,1,670,0.981,0,0
132.32,9,0,2827,1.32,0,0
96.64,10,2,2136,0.786,1,0
254.1,15,2,595,1.197,0,0
73.87,10,1,140,0.949,0,0
159.25,20,2,2131,1.44,0,0
25.06,17,2,2335,1.663,0,0
88.99,12,0,2843,1.033,0,0
38.75,17,1,538,1.005,0,0
41.85,14,2,453,1.48,0,0
51.19,15,0,2452,0.628,0,0
58.65,18,1,1017,0.827,0,0
40.1,7,1,648,1.274,0,0
71.65,13,2,2917,0.844,1,0
69.87,14,1,3227,0.913,0,0
31.35,21,1,2743,0.32,0,0
57.42,7,2,767,0.52,0,0
45.41,22,1,1001,1.015,0,0
128.1,14,0,3581,1.339,0,0
72.7,7,1,1912,1.188,0,0
82.65,10,3,1095,0.724,1,0
119.98,17,2,1306,1.105,0,0
139.21,21,4,3757,1.616,0,0
72.59,17,4,184,0.916,0,0
28.26,20,1,1252,1.552,0,0
43.79,6,2,2792,0.708,0,0
38.59,14,3,1856,0.888,0,0
66.34,11,1,739,1.06,0,0
61.77,20,3,387,0.595,0,0
176.45,10,2,2813,0.858,0,0
71.32,20,2,2879,1.292,0,0
536.61,7,3,183,1.115,0,0
48.54,15,1,1099,1.407,0,0
98.4,14,1,2248,1.155,0,0
34.02,18,1,3113,0.949,0,0
87.56,13,2,499,0.246,0,0
241.76,8,0,3454,1.333,0,0
306.14,19,3,3854,0.744,1,0
39.87,19,2,138,1.197,0,0
76.05,20,2,3441,0.695,0,0
453.53,12,1,1977,0.756,1,0
62.73,11,0,1048,0.833,0,0
148.98,15,0,1636,1.186,0,0
75.42,16,0,2883,0.987,0,0
84.14,6,2,3862,0.551,0,0
11.32,19,1,2145,0.854,0,0
34.55,10,1,2455,1.802,0,0
100.37,16,2,1234,0.607,0,0
21.74,20,2,974,0.521,0,0
82.65,20,2,2231,1.093,0,0
33.51,20,2,1453,0.931,0,0
28.38,8,1,1405,0.533,0,0
60.76,19,0,3259,1.447,0,0
93.71,12,1,3640,0.854,0,0
102.85,17,2,2604,0.875,0,0
32.71,16,1,2118,1.994,0,0
88.13,14,1,440,1.112,0,0
114.24,7,2,2200,0.792,0,0
43.87,7,1,1420,1.24,0,0
38.61,15,1,3143,0.708,0,0
304.86,0,4,10,3.417,1,1
172.2,7,2,1850,0.495,0,0
299.14,19,1,832,0.764,0,0
379.93,19,3,418,0.989,0,0
38.47,6,3,1050,1.234,0,0
73.94,9,0,1701,1.039,0,0
25.6,21,1,2883,1.399,0,0
23.43,13,2,927,1.094,0,0
173.95,1,3,393,2.406,1,1
42.6,17,1,1937,0.695,0,0
41.79,18,1,2400,0.928,0,0
94.67,6,2,3708,1.159,0,0
209.15,15,2,2515,0.99,0,0
58.98,12,3,2297,0.558,0,0
36.41,20,1,556,1.056,0,0
75.21,14,3,2349,0.996,0,0
21.86,16,2,1650,0.959,0,0
467.95,9,1,2140,0.906,0,0
107.68,19,0,3076,1.067,0,0
82.88,9,0,2965,1.552,0,0
150.95,14,1,1409,1.152,0,0
27.3,6,0,2298,0.762,0,0
171.11,22,2,3216,1.028,0,0
53.44,9,2,1659,0.76,0,0
82.14,21,1,1348,1.255,0,0
38.84,17,3,1187,1.047,0,0
272.92,17,1,3533,1.206,0,0
40.54,12,3,3232,1.248,0,0
179.08,14,0,3756,1.154,0,0
40.26,6,0,2720,0.484,0,0
78.76,17,0,616,1.17,0,0
103.89,14,0,880,0.513,0,0
141.55,7,1,1582,1.393,0,0
44.91,20,3,1953,1.395,0,0
63.85,18,1,1728,0.498,0,0
53.17,8,0,2774,0.783,0,0
59.56,7,0,702,0.306,0,0
18.83,19,1,1229,0.733,0,0
29.58,8,0,688,0.741,0,0
152.87,11,2,2340,0.786,0,0
49.93,19,1,1215,0.592,0,0
44.67,9,3,3312,1.045,0,0
67.77,14,0,727,0.311,0,0
95.6,9,2,258,0.996,0,0
91.66,20,0,1527,0.632,0,0
128.64,6,0,2271,0.811,0,0
85.11,9,2,555,0.61,0,0
131.24,10,0,2129,0.695,0,0
527.72,10,0,2513,1.082,0,0
52.11,14,1,1057,0.798,0,0
224.95,14,1,2148,0.805,0,0
89.49,8,0,1136,0.837,0,0
154.94,17,1,2959,0.971,1,0
168.49,9,0,3025,0.721,0,0
54.14,10,2,2257,1.133,0,0
24.49,19,2,3023,1.014,0,0
146.04,12,1,1243,0.572,0,0
85.54,8,3,497,1.519,0,0
349.71,21,4,2324,0.76,0,0
781.91,11,1,1917,0.706,0,0
20.49,12,2,1953,0.935,1,0
37.81,21,3,1180,1.386,0,0
29.79,17,3,2457,1.646,0,0
74.55,21,3,1195,0.752,0,0
53.0,18,2,1910,1.228,0,0
135.05,9,1,156,1.303,0,0
178.8,6,1,1072,0.635,0,0
342.98,9,3,2656,0.842,1,0
297.77,13,0,2141,1.18,0,0
42.33,9,6,3003,0.768,1,0
41.49,16,1,3637,0.752,0,0
119.68,8,4,3076,1.14,0,0
69.26,18,0,1532,0.716,0,0
120.03,8,1,125,0.734,1,0
87.91,22,1,3146,0.653,0,0
47.4,7,1,3279,0.816,0,0
120.8,21,1,3808,1.184,0,0
89.52,14,2,1804,0.535,0,0
45.39,19,0,2388,1.388,0,0
149.37,12,0,3963,0.548,0,0
297.66,16,1,1472,1.636,0,0
130.57,13,0,174,1.185,0,0
8.24,7,1,713,1.158,0,0
98.0,11,2,1747,1.037,0,0
17.75,21,3,377,0.897,0,0
10.67,10,3,1123,0.987,0,0
50.83,13,5,1031,1.263,0,0
8.17,6,4,1690,0.955,0,0
53.64,14,0,1752,0.991,0,0
159.89,6,1,2220,0.877,1,0
340.09,8,2,951,1.121,0,0
76.95,6,1,3306,1.135,0,0
100.69,22,2,1330,1.203,0,0
64.11,6,4,3293,0.996,0,0
189.19,7,1,3105,1.677,0,0
75.58,8,1,3625,1.322,0,0
9.09,19,7,1986,1.032,0,0
131.7,20,1,1632,0.548,0,0
87.55,17,1,3892,0.956,0,0
114.09,13,1,861,0.871,0,0
143.6,14,2,1672,0.79,0,0
96.89,14,2,155,0.756,0,0
122.33,18,3,3753,0.736,0,0
10.77,22,2,1538,1.414,0,0
35.45,12,1,3481,1.347,0,0
150.25,21,1,1218,1.525,0,0
225.7,11,3,2269,1.169,0,0
451.03,22,0,3898,0.932,0,0
46.41,22,1,1050,0.759,0,0
33.12,12,1,3684,1.037,0,0
53.94,19,2,1949,1.207,0,0
66.58,7,1,406,1.241,0,0
119.66,18,3,1582,1.558,0,0
123.24,21,0,1766,1.379,0,0
163.07,16,0,3146,0.4,1,0
57.18,22,1,3808,1.005,0,0
184.63,14,2,2819,0.907,0,0
1484.13,5,5,271,5.168,1,1
349.83,9,1,3318,1.3,0,0
84.09,20,1,1149,1.125,0,0
114.2,8,1,3193,0.89,1,0
179.53,22,1,1118,0.723,0,0
263.49,14,4,3271,0.71,0,0
187.57,19,1,3106,1.155,0,0
236.99,15,0,3503,1.144,0,0
327.24,12,1,1892,0.883,0,0
33.52,9,3,2431,1.057,0,0
42.84,12,0,3991,0.723,0,0
220.6,9,1,363,0.773,0,0
72.19,6,1,1045,1.017,0,0
196.64,20,2,2784,0.531,0,0
10.21,16,0,1601,1.127,0,0
69.41,20,2,238,1.224,0,0
86.07,22,3,614,0.921,0,0
81.73,21,0,2298,0.785,0,0
126.99,10,2,608,1.405,0,0
298.35,12,2,1590,1.377,0,0
132.71,8,1,1150,1.069,0,0
56.17,19,4,2404,0.689,0,0
86.05,20,0,3540,0.545,0,0
83.11,6,3,3089,1.195,0,0
60.85,9,0,668,1.08,1,0
286.0,21,1,2566,0.832,0,0
24.85,8,1,795,0.71,0,0
20.1,13,0,1231,0.665,0,0
219.86,11,3,215,0.869,0,0
22.8,6,0,2493,1.469,0,0
47.88,6,1,779,0.307,0,0
23.51,7,1,1746,1.275,0,0
123.96,11,1,2674,0.768,0,0
78.6,19,2,3611,0.673,0,0
27.36,17,1,1303,1.515,0,0
34.88,19,0,1543,1.043,0,0
227.77,21,1,1032,0.751,0,0
50.32,9,5,851,1.54,0,0
34.82,18,1,2929,1.39,0,0
44.68,12,1,1122,2.015,0,0
60.64,10,0,3291,1.532,0,0
113.01,12,2,1094,1.188,0,0
285.0,11,1,3326,1.27,0,0
131.32,16,1,3336,0.815,0,0
45.39,8,1,962,0.614,0,0
56.44,9,3,2402,0.561,0,0
568.18,13,0,1584,1.225,0,0
300.07,11,0,1067,0.475,0,0
331.03,16,0,387,1.098,0,0
63.32,9,2,1702,1.199,0,0
50.43,16,2,3369,1.09,0,0
47.88,18,0,1839,1.04,0,0
402.56,14,2,2540,0.742,0,0
42.06,7,0,1587,0.853,0,0
108.98,17,0,718,1.48,0,0
45.98,19,0,1686,1.031,0,0
375.94,8,2,3359,1.022,0,0
234.22,6,3,1017,0.908,0,0
95.44,19,1,1357,1.189,0,0
167.23,20,3,3814,1.111,1,0
294.2,11,2,1832,1.068,0,0
82.16,14,2,910,1.397,0,0
54.6,9,0,1685,1.06,0,0
123.26,10,1,2084,1.183,0,0
341.04,9,1,1654,1.276,0,0
159.85,12,0,3569,0.677,0,0
18.07,11,0,814,1.514,0,0
78.99,13,4,1908,1.819,0,0
25.31,19,2,2816,0.972,0,0
64.9,22,4,3059,1.084,0,0
26.0,13,3,2959,0.956,0,0
22.86,11,0,576,1.142,0,0
106.1,15,3,3429,1.197,0,0
42.77,22,1,202,1.423,1,0
73.92,10,0,3958,1.667,0,0
651.23,19,2,2670,1.435,0,0
66.12,19,4,1699,0.794,1,0
103.8,11,3,1493,1.009,0,0
241.83,6,3,3197,1.217,0,0
163.67,8,2,3508,1.084,0,0
56.82,22,0,446,0.697,0,0
136.42,20,1,2120,0.872,0,0
109.5,14,1,895,1.21,0,0
18.21,22,1,3207,1.091,0,0
60.03,15,1,3030,1.386,0,0
54.81,18,2,1270,1.224,0,0
186.12,16,0,944,1.221,1,0
65.09,12,3,2173,1.005,0,0
26.98,7,2,3325,1.051,0,0
493.29,5,7,329,4.004,1,1
107.33,13,2,2907,0.88,0,0
115.91,17,0,1189,0.908,0,0
87.59,6,2,2613,0.945,0,0
31.78,12,0,2499,0.281,0,0
159.12,13,0,3387,0.851,0,0
93.18,20,2,292,0.961,1,0
105.83,10,1,3125,0.969,0,0
67.62,14,0,133,1.134,0,0
27.11,21,2,3637,0.314,0,0
27.93,15,1,1376,0.997,0,0
75.6,13,0,210,1.001,0,0
192.53,12,2,2746,0.792,0,0
260.71,15,2,638,1.38,0,0
47.8,13,2,3174,1.333,0,0
247.65,13,1,724,1.251,0,0
77.6,22,6,817,1.136,0,0
115.52,12,1,506,0.727,0,0
25.42,22,0,1427,0.903,0,0
61.59,11,0,1146,0.729,0,0
115.54,18,2,1941,1.576,0,0
35.23,19,2,3442,1.188,0,0
139.47,11,1,302,1.692,0,0
77.52,9,1,3787,1.058,0,0
42.19,22,2,2274,1.419,0,0
48.42,22,1,383,1.241,0,0
257.9,18,1,983,0.492,0,0
123.23,19,2,2921,1.016,0,0
15.22,19,1,1721,0.963,0,0
735.72,20,2,914,0.229,0,0
64.32,9,1,3963,1.217,0,0
18.31,8,1,742,2.051,0,0
279.11,8,1,583,1.011,0,0
65.35,14,1,1914,0.829,0,0
49.3,19,2,1986,0.715,0,0
44.91,9,1,3694,0.47,0,0
207.12,12,3,1369,0.72,0,0
27.54,13,4,2488,1.795,0,0
76.87,20,1,3742,0.866,0,0
102.74,6,1,825,1.037,0,0
25.61,11,0,613,1.35,0,0
38.28,9,1,1320,0.196,0,0
6.74,22,1,405,0.969,1,0
112.29,11,3,1388,1.122,0,0
167.47,11,3,2378,1.184,0,0
232.64,13,0,3414,1.09,0,0
52.96,20,1,3850,0.522,0,0
466.72,15,0,1606,1.124,0,0
135.1,22,0,2497,1.23,0,0
74.63,10,3,3787,0.921,0,0
35.88,22,3,2869,1.485,0,0
21.47,17,1,503,0.931,0,0
289.79,9,2,2002,1.473,0,0
11.08,18,1,1062,1.018,0,0
68.7,13,1,2018,0.905,0,0
52.62,22,1,1662,0.302,0,0
60.56,13,1,597,0.453,0,0
220.65,12,1,2034,0.666,0,0
54.68,7,2,2092,1.809,0,0
29.25,14,1,1590,1.204,0,0
118.74,10,2,2715,1.136,0,0
574.07,20,0,1713,0.904,0,0
122.8,6,0,3948,1.208,0,0
102.63,14,0,3742,0.994,0,0
65.09,21,0,2237,1.707,0,0
204.54,15,1,1999,1.214,0,0
40.12,22,1,2895,1.468,0,0
83.23,12,1,3079,0.709,0,0
40.01,21,3,3288,0.953,0,0
64.25,21,0,2422,0.734,0,0
81.14,18,3,3518,1.959,0,0
89.55,6,5,3132,0.94,0,0
58.34,18,4,3017,0.792,0,0
129.19,6,1,3601,1.324,0,0
293.74,22,4,621,0.598,0,0
18.45,8,0,1038,0.798,0,0
172.75,15,0,700,1.123,0,0
72.47,20,1,3351,1.069,0,0
40.76,14,0,2552,0.515,0,0
104.68,7,2,1798,1.335,0,0
43.63,17,1,1291,0.865,0,0
502.71,20,1,3837,1.172,0,0
70.5,22,0,1267,0.453,0,0
78.53,15,4,3516,1.047,1,0
100.66,17,3,1740,0.622,0,0
5.26,12,3,1299,0.537,0,0
46.66,22,2,3020,1.099,0,0
18.14,11,1,2624,1.01,0,0
10.59,17,2,1497,0.689,0,0
519.79,13,0,2318,0.28,0,0
5.04,22,1,1026,0.904,0,0
26.31,19,0,1963,0.95,0,0
1451.31,9,2,2236,0.571,0,0
86.21,15,1,364,0.562,0,0
29.59,15,3,1875,0.993,0,0
429.58,18,0,1091,1.055,0,0
228.5,8,1,2621,1.415,0,0
133.91,16,1,2498,1.593,0,0
398.54,20,3,1769,1.339,0,0
54.34,22,2,1662,1.321,0,0
25.85,21,2,2759,1.388,1,0
260.84,12,1,2695,0.542,0,0
55.29,6,4,1306,0.846,0,0
141.56,12,1,3211,0.655,0,0
50.12,17,1,3767,1.073,0,0
31.99,6,1,958,1.025,0,0
90.62,22,0,3511,0.552,0,0
227.09,6,3,485,1.197,0,0
278.21,7,0,1920,1.547,0,0
126.89,8,2,2655,1.219,0,0
84.63,15,2,2209,1.145,0,0
320.21,7,0,2904,0.596,0,0
158.99,10,2,1007,1.689,0,0
80.78,22,4,943,1.22,0,0
40.25,21,0,3884,0.585,1,0
227.28,19,3,3687,1.393,0,0
26.64,14,1,458,0.663,0,0
44.66,11,0,169,1.349,0,0
125.14,12,0,3280,0.608,0,0
251.35,22,1,3028,1.062,0,0
90.52,17,0,1247,1.413,0,0
52.89,10,1,713,1.782,0,0
40.75,20,2,409,1.405,0,0
50.34,22,0,460,0.488,0,0
117.27,16,3,795,1.183,0,0
80.93,7,2,1526,0.759,0,0
38.12,22,3,2834,0.967,0,0
76.3,18,3,3963,1.244,0,0
193.33,20,3,300,0.807,0,0
434.36,7,1,1925,1.016,0,0
11.45,17,2,1547,0.895,1,0
64.05,21,1,3338,1.679,0,0
508.73,0,9,269,1.121,1,1
59.38,6,2,1399,1.285,0,0
122.91,21,1,3771,1.427,0,0
44.19,14,1,1003,0.575,0,0
59.35,11,1,3314,1.222,0,0
105.27,13,0,3821,0.682,0,0
27.36,16,1,700,1.523,1,0
167.33,22,3,2107,0.747,0,0
32.32,16,1,910,0.778,0,0
154.06,16,0,3109,1.175,0,0
151.93,17,1,3664,0.667,0,0
84.38,9,2,1568,1.522,0,0
154.49,12,1,2677,1.138,0,0
74.29,19,1,2232,0.967,0,0
56.08,18,0,2165,1.298,0,0
21.27,8,0,2135,0.582,0,0
21.68,17,1,337,1.806,0,0
23.0,6,0,3579,1.382,0,0
61.44,22,1,3607,0.76,0,0
188.84,22,1,276,0.766,1,0
161.32,18,0,3680,0.724,0,0
28.75,13,0,2962,0.936,0,0
40.63,12,3,999,0.947,0,0
60.23,22,0,1255,1.413,1,0
114.03,17,2,190,1.202,0,0
57.5,9,0,838,0.798,0,0
45.08,9,0,1566,0.81,0,0
57.45,19,1,1641,0.667,1,0
94.1,6,3,2300,0.894,0,0
253.26,13,1,1915,0.903,0,0
119.47,9,2,3133,1.287,1,0
394.56,21,2,1663,0.984,0,0
295.99,19,0,867,1.37,0,0
321.72,10,2,1964,0.901,0,0
48.06,8,3,1922,1.381,0,0
54.83,14,1,2555,1.464,0,0
218.81,18,2,3615,0.376,0,0
27.04,11,5,2075,0.976,0,0
44.85,14,6,1365,0.677,0,0
114.16,16,0,3413,0.767,0,0
75.82,20,4,1088,1.098,0,0
153.62,7,0,3199,1.276,0,0
71.89,11,3,1677,0.925,0,0
337.38,14,1,2901,0.699,0,0
52.43,7,2,813,0.927,0,0
73.56,17,2,2782,1.596,0,0
100.6,10,0,2299,1.414,0,0
165.92,6,1,550,0.33,0,0
291.45,8,0,986,1.012,0,0
379.52,8,3,1206,1.335,0,0
40.58,20,1,3998,0.566,0,0
226.62,9,2,3239,1.165,0,0
403.89,7,1,3402,1.171,0,0
137.99,16,1,3414,0.921,0,0
328.79,20,1,1198,1.251,0,0
71.89,21,0,1279,0.923,0,0
114.95,11,4,1059,1.063,0,0
259.85,22,1,2005,0.05,0,0
210.24,19,0,1106,1.262,1,0
163.54,14,0,165,0.988,0,0
11.66,11,2,1179,1.249,0,0
112.57,15,1,969,1.1,0,0
79.87,14,1,1689,0.683,0,0
39.41,9,1,1216,0.536,0,0
173.8,11,0,303,0.756,0,0
5.6,15,0,976,1.579,0,0
10.69,10,1,3401,0.423,0,0
114.82,12,5,847,0.917,0,0
180.8,11,1,1963,1.03,0,0
163.28,11,2,3471,1.292,0,0
2240.06,13,0,1608,0.677,0,0
394.89,9,0,3986,1.331,1,0
190.55,10,2,3523,0.946,0,0
15.32,19,3,3743,0.65,1,0
78.0,14,3,3610,1.204,0,0
50.17,10,2,1036,1.122,0,0
55.17,18,2,3329,1.021,0,0
65.52,10,1,2507,0.959,1,0
197.85,11,2,375,0.05,0,0
331.78,9,1,923,0.724,0,0
6.94,18,1,1019,0.925,0,0
263.52,22,3,875,0.758,0,0
78.42,20,1,202,0.924,0,0
17.97,16,2,1851,0.689,0,0
490.42,13,0,2979,0.518,0,0
63.01,8,2,891,0.591,0,0
21.44,6,0,472,1.524,0,0
79.17,20,1,1305,0.942,0,0
400.95,2,8,147,3.549,1,1
50.62,12,1,2293,1.672,0,0
161.9,19,3,922,1.001,0,0
138.58,22,1,752,1.332,0,0
39.14,12,1,2876,0.735,0,0
253.83,21,1,1057,1.079,0,0
65.03,7,0,3548,0.989,0,0
410.5,6,3,3828,1.066,0,0
165.92,11,1,3357,0.675,0,0
164.63,6,3,2268,0.449,0,0
176.27,22,1,2677,0.895,0,0
45.57,8,0,3285,1.376,0,0
38.14,9,2,514,0.676,0,0
261.54,19,2,3661,1.494,0,0
50.95,17,1,2380,1.387,0,0
61.89,8,0,1337,0.588,0,0
125.36,22,3,294,0.803,0,0
19.44,19,2,3064,0.489,0,0
107.32,10,3,2189,1.118,0,0
47.78,10,4,3766,1.294,0,0
158.46,15,1,856,0.857,0,0
331.51,22,0,391,1.14,0,0
265.28,6,2,1640,1.075,0,0
65.07,15,1,1379,0.87,0,0
249.47,19,0,1705,1.549,0,0
53.3,10,3,3453,1.174,0,0
135.43,18,2,554,1.282,0,0
16.14,6,0,2389,0.949,0,0
127.87,18,2,3234,0.672,0,0
64.41,16,0,3449,1.374,0,0
78.72,13,2,3131,0.861,0,0
41.94,10,2,1490,1.399,0,0
146.81,19,3,2175,0.952,0,0
35.76,6,0,2449,0.445,0,0
611.69,7,3,1287,0.869,0,0
102.71,15,0,1889,0.856,0,0
57.01,18,1,1970,0.906,0,0
19.42,19,0,2561,1.329,0,0
23.64,8,1,3528,1.126,0,0
33.22,11,0,1433,0.837,0,0
84.0,11,4,1093,1.1,0,0
164.43,21,3,1233,0.698,0,0
247.63,12,2,3421,0.601,0,0
411.77,12,1,2911,0.818,0,0
36.33,14,3,1608,1.199,0,0
137.64,19,1,3303,0.852,0,0
109.83,15,2,1434,1.308,0,0
57.29,13,2,1971,1.423,0,0
112.48,13,1,2863,0.937,0,0
87.49,7,1,857,1.005,0,0
181.65,14,1,127,1.031,1,0
32.46,16,0,3772,0.668,0,0
12.9,14,0,1686,0.969,0,0
300.09,20,2,2867,0.481,0,0
124.06,21,2,2727,0.681,0,0
146.65,9,2,3616,0.738,0,0
86.07,9,1,3532,0.68,0,0
36.59,12,1,950,0.546,0,0
77.11,9,2,2986,0.994,0,0
104.04,17,2,1643,1.485,0,0
79.29,19,1,3062,1.241,0,0
139.54,18,1,974,0.698,0,0
128.09,7,4,1203,0.736,0,0
61.6,22,0,582,1.11,0,0
167.23,20,2,3743,0.352,0,0
211.76,12,1,1507,0.199,0,0
161.43,6,2,3893,0.744,1,0
304.64,9,2,1159,0.857,0,0
110.86,20,1,2160,1.121,0,0
91.92,13,0,875,0.883,0,0
39.17,9,0,3430,1.529,0,0
30.89,17,1,3605,1.085,0,0
20.2,20,0,1124,0.833,0,0
39.9,11,3,740,1.219,0,0
38.07,22,1,196,0.79,0,0
23.63,17,2,3683,0.298,0,0
141.58,13,0,1205,0.642,0,0
55.12,8,2,1242,0.899,0,0
225.21,9,2,686,0.57,0,0
132.7,20,2,1389,0.889,0,0
56.46,17,1,3467,0.05,0,0
7.98,6,1,2996,1.398,0,0
127.58,10,1,1884,1.25,0,0
376.37,20,2,3928,1.065,0,0
24.89,19,1,3932,1.015,0,0
37.24,16,0,523,0.273,0,0
21.69,18,2,2316,1.197,0,0
115.49,21,0,1509,0.246,0,0
78.24,19,1,3912,1.051,0,0
61.32,12,2,2560,0.311,0,0
18.7,6,3,3966,0.865,0,0
246.06,12,1,2888,1.069,0,0
64.02,6,2,2838,1.124,0,0
127.8,21,1,1545,0.585,0,0
186.23,9,2,2397,0.542,0,0
39.14,9,2,3394,0.718,0,0
125.42,20,2,3142,0.847,0,0
15.62,19,1,725,0.923,0,0
128.67,19,2,3442,0.797,0,0
18.04,14,0,3516,1.008,0,0
14.44,7,1,3074,1.329,0,0
26.48,10,2,2108,1.184,0,0
68.66,17,0,1178,1.213,0,0
29.49,7,3,227,1.376,1,0
152.2,20,1,1995,0.783,0,0
168.04,6,3,3957,1.038,0,0
34.46,15,0,1007,0.379,0,0
147.3,18,2,601,0.512,0,0
47.58,19,1,1709,1.011,0,0
49.62,8,3,3947,0.611,0,0
89.29,19,1,3051,0.801,0,0
92.01,15,0,2640,0.902,0,0
106.59,11,0,431,1.462,0,0
44.46,22,0,1884,1.008,0,0
130.04,17,3,3205,0.92,0,0
227.28,9,1,2733,0.768,0,0
509.88,10,0,2823,0.907,0,0
53.7,20,3,2476,1.685,0,0
179.79,21,1,901,0.686,0,0
111.51,7,2,1063,1.278,0,0
94.69,9,2,1875,1.442,0,0
17.82,22,0,3561,2.005,0,0
97.29,13,0,3565,0.716,0,0
122.82,7,0,2940,0.585,0,0
83.75,19,1,1053,1.134,0,0
79.5,14,1,1487,0.81,0,0
415.42,15,3,2314,1.139,0,0
32.11,8,0,2372,1.382,0,0
326.82,10,0,3821,0.386,0,0
87.73,9,2,465,0.949,0,0
288.14,8,1,2295,0.902,0,0
220.61,13,3,1448,0.417,0,0
35.36,17,3,1645,0.522,0,0
84.0,15,0,2164,0.864,0,0
189.55,11,2,2624,1.01,0,0
45.18,18,0,2135,1.728,0,0
114.61,12,0,663,0.892,0,0
48.9,15,1,3734,1.165,0,0
25.78,9,1,2146,0.735,0,0
148.94,17,3,2902,1.261,0,0
45.42,20,1,470,0.701,0,0
50.41,15,0,1492,0.7,0,0
30.43,20,2,446,1.012,0,0
28.43,14,0,1289,0.635,0,0
32.52,7,7,1150,1.198,0,0
96.12,8,1,995,1.704,0,0
58.59,6,0,1008,1.339,1,0
132.34,12,2,3145,1.453,0,0
77.66,17,0,1198,1.034,0,0
299.57,10,1,1105,1.54,0,0
949.72,22,2,36,5.286,0,1
52.64,16,0,3494,0.811,0,0
69.67,21,2,2732,1.683,0,0
42.41,21,0,1145,0.637,0,0
25.57,19,1,816,1.385,0,0
55.03,16,0,1521,1.538,0,0
142.16,22,4,12,0.4,0,1
120.08,6,1,1624,0.604,0,0
91.33,21,2,3160,1.488,0,0
350.26,15,5,564,0.713,0,0
16.24,21,0,1523,1.12,0,0
33.37,22,4,181,1.19,0,0
118.22,20,1,2371,0.822,0,0
133.64,19,0,2719,0.286,0,0
320.3,12,1,2805,1.516,0,0
15.21,15,2,2284,0.703,0,0
80.64,16,2,1542,1.143,0,0
256.47,21,2,2664,1.491,0,0
97.79,17,2,3505,0.925,0,0
95.85,16,3,2824,1.332,1,0
189.9,9,3,2011,1.126,0,0
233.26,18,2,1873,0.902,0,0
155.03,21,1,1942,1.386,0,0
93.48,7,3,3317,0.909,0,0
43.27,12,0,3737,1.382,0,0
44.36,7,1,247,1.027,0,0
160.8,7,2,1691,1.296,0,0
