age,aum,risk_tolerance,tenure_yrs,logins_per_mo,products_held,segment,persona
57,1315065.17,4.9,5,3,1,2,High-Net-Worth Core
41,198775.57,9.2,20,5,6,0,Emerging Growth Seekers
60,362455.35,9.7,7,2,7,0,Emerging Growth Seekers
48,319423.07,9.7,18,4,7,0,Emerging Growth Seekers
43,333472.39,6.1,23,9,4,3,Established Loyal Clients
37,64360.64,4.6,7,2,6,0,Emerging Growth Seekers
66,810193.14,1.0,24,10,1,3,Established Loyal Clients
62,129472.96,1.5,4,8,2,1,Conservative Wealth Preservers
25,133369.99,10.0,21,8,6,0,Emerging Growth Seekers
46,90961.79,4.9,3,7,3,1,Conservative Wealth Preservers
60,80414.1,5.7,8,5,5,1,Conservative Wealth Preservers
70,131845.3,5.8,7,1,6,1,Conservative Wealth Preservers
51,471168.7,5.4,24,10,5,3,Established Loyal Clients
75,563734.69,8.4,4,2,1,1,Conservative Wealth Preservers
78,187999.42,5.2,23,4,3,3,Established Loyal Clients
59,526879.65,5.8,8,4,4,1,Conservative Wealth Preservers
40,150689.04,4.3,10,6,3,0,Emerging Growth Seekers
56,212894.68,5.0,16,10,5,3,Established Loyal Clients
47,83312.77,1.7,18,5,1,3,Established Loyal Clients
52,570034.06,8.3,14,4,5,0,Emerging Growth Seekers
69,355674.4,6.9,0,5,3,1,Conservative Wealth Preservers
44,175903.34,6.0,13,11,2,3,Established Loyal Clients
76,303025.14,8.4,22,4,6,3,Established Loyal Clients
53,25000.0,6.3,21,3,6,0,Emerging Growth Seekers
60,145349.08,2.6,9,6,5,1,Conservative Wealth Preservers
77,318933.15,6.2,12,4,2,1,Conservative Wealth Preservers
31,691336.54,10.0,12,3,4,0,Emerging Growth Seekers
60,248014.06,2.7,6,3,7,1,Conservative Wealth Preservers
43,1130211.07,6.1,8,5,3,2,High-Net-Worth Core
52,52341.73,2.3,15,5,7,3,Established Loyal Clients
75,64053.42,1.0,24,7,1,3,Established Loyal Clients
43,563938.0,6.1,16,7,1,3,Established Loyal Clients
44,1065167.18,2.0,22,8,7,2,High-Net-Worth Core
68,282353.41,6.0,17,2,2,1,Conservative Wealth Preservers
44,92693.53,7.0,14,3,5,0,Emerging Growth Seekers
69,384583.77,7.0,8,9,3,3,Established Loyal Clients
68,203219.87,2.0,1,3,3,1,Conservative Wealth Preservers
48,330758.63,9.7,13,1,1,0,Emerging Growth Seekers
71,125961.41,8.8,18,6,3,3,Established Loyal Clients
60,1319419.57,1.0,21,8,2,2,High-Net-Worth Core
73,1821472.87,3.6,10,5,4,2,High-Net-Worth Core
46,140319.53,7.9,3,3,4,0,Emerging Growth Seekers
38,116417.23,6.5,9,9,4,0,Emerging Growth Seekers
60,42373.17,5.6,1,6,3,1,Conservative Wealth Preservers
64,701076.52,7.4,20,3,2,2,High-Net-Worth Core
49,172620.24,1.6,4,7,1,1,Conservative Wealth Preservers
43,124596.46,9.0,14,2,2,0,Emerging Growth Seekers
29,514526.98,10.0,19,2,2,0,Emerging Growth Seekers
76,113756.64,1.4,8,4,1,1,Conservative Wealth Preservers
56,149268.74,1.0,15,3,3,1,Conservative Wealth Preservers
74,104060.49,7.5,7,5,6,1,Conservative Wealth Preservers
52,454194.79,8.4,0,3,3,0,Emerging Growth Seekers
73,285969.43,7.6,3,2,2,1,Conservative Wealth Preservers
61,88681.02,6.5,15,2,3,0,Emerging Growth Seekers
45,49988.64,3.9,2,2,2,1,Conservative Wealth Preservers
35,50732.53,7.8,24,6,7,0,Emerging Growth Seekers
58,353552.03,3.8,17,2,7,1,Conservative Wealth Preservers
60,202308.85,5.7,9,4,3,1,Conservative Wealth Preservers
84,170631.3,1.7,8,3,3,1,Conservative Wealth Preservers
45,258956.91,4.9,17,7,2,3,Established Loyal Clients
56,61882.07,5.0,18,7,7,3,Established Loyal Clients
62,394900.57,4.5,18,4,6,3,Established Loyal Clients
58,178879.63,6.9,19,5,7,3,Established Loyal Clients
56,92751.27,4.0,3,4,4,1,Conservative Wealth Preservers
62,111598.6,7.5,8,4,1,0,Emerging Growth Seekers
53,592168.97,8.2,22,6,1,3,Established Loyal Clients
53,222125.9,8.3,16,3,3,0,Emerging Growth Seekers
73,1661750.56,7.6,11,5,5,2,High-Net-Worth Core
59,103512.58,5.7,10,4,1,1,Conservative Wealth Preservers
76,254694.34,8.3,9,6,1,1,Conservative Wealth Preservers
74,253575.52,1.0,2,9,7,1,Conservative Wealth Preservers
45,136724.5,2.9,8,6,2,1,Conservative Wealth Preservers
70,156159.53,1.0,24,8,2,3,Established Loyal Clients
66,97445.23,2.2,3,3,6,1,Conservative Wealth Preservers
58,312650.42,2.9,11,5,2,1,Conservative Wealth Preservers
69,1760520.37,6.9,5,2,2,2,High-Net-Worth Core
69,228263.15,3.9,24,8,1,3,Established Loyal Clients
63,125864.39,3.5,14,2,2,1,Conservative Wealth Preservers
43,701702.07,10.0,13,5,3,0,Emerging Growth Seekers
49,116964.43,4.5,16,5,3,3,Established Loyal Clients
46,98466.3,2.9,13,4,5,1,Conservative Wealth Preservers
46,683981.51,6.8,11,5,7,0,Emerging Growth Seekers
55,308452.57,10.0,8,2,3,0,Emerging Growth Seekers
43,181386.46,7.1,21,3,7,0,Emerging Growth Seekers
60,298456.47,1.0,22,5,3,3,Established Loyal Clients
54,109903.98,3.1,8,4,7,1,Conservative Wealth Preservers
72,185795.9,1.0,7,11,1,3,Established Loyal Clients
75,457699.58,1.0,24,7,5,3,Established Loyal Clients
33,129362.88,8.9,13,6,7,0,Emerging Growth Seekers
56,242887.61,9.0,13,1,4,0,Emerging Growth Seekers
33,233426.47,4.9,24,4,1,0,Emerging Growth Seekers
55,383414.72,9.1,3,0,4,0,Emerging Growth Seekers
42,429383.65,5.2,19,9,4,3,Established Loyal Clients
38,373610.81,5.5,14,4,3,0,Emerging Growth Seekers
52,240544.7,2.4,2,4,5,1,Conservative Wealth Preservers
47,555952.54,1.7,13,6,6,3,Established Loyal Clients
79,809673.51,1.0,21,9,1,3,Established Loyal Clients
79,954008.97,2.1,7,4,7,2,High-Net-Worth Core
64,66757.43,8.3,4,5,3,1,Conservative Wealth Preservers
38,150451.48,7.5,4,9,6,0,Emerging Growth Seekers
63,37673.59,7.4,2,6,5,1,Conservative Wealth Preservers
48,354629.33,5.7,18,3,4,0,Emerging Growth Seekers
51,575720.44,8.4,10,4,3,0,Emerging Growth Seekers
45,35325.85,1.9,14,3,3,1,Conservative Wealth Preservers
56,368329.62,3.0,4,6,5,1,Conservative Wealth Preservers
63,73992.47,4.4,11,6,5,1,Conservative Wealth Preservers
60,225065.98,3.7,15,2,7,1,Conservative Wealth Preservers
31,517787.53,10.0,2,7,1,0,Emerging Growth Seekers
28,156204.35,8.3,6,2,5,0,Emerging Growth Seekers
71,148659.26,5.7,22,9,6,3,Established Loyal Clients
68,174761.47,7.0,11,4,7,1,Conservative Wealth Preservers
50,106196.33,4.5,17,6,1,3,Established Loyal Clients
36,546447.66,3.7,1,2,4,1,Conservative Wealth Preservers
57,76847.9,1.0,9,3,1,1,Conservative Wealth Preservers
45,130841.35,8.9,9,4,3,0,Emerging Growth Seekers
45,25000.0,4.9,10,5,3,0,Emerging Growth Seekers
32,29579.54,6.0,0,4,1,0,Emerging Growth Seekers
52,103750.56,4.3,2,2,6,1,Conservative Wealth Preservers
73,527269.16,7.6,9,8,2,3,Established Loyal Clients
43,1405873.46,9.1,13,2,6,2,High-Net-Worth Core
53,269928.36,9.3,23,3,2,0,Emerging Growth Seekers
70,278001.94,5.8,12,0,4,1,Conservative Wealth Preservers
46,47889.71,3.9,2,5,5,1,Conservative Wealth Preservers
36,510472.21,6.7,3,1,7,0,Emerging Growth Seekers
57,444132.42,1.0,7,5,5,1,Conservative Wealth Preservers
59,644597.7,7.7,9,7,7,0,Emerging Growth Seekers
59,25000.0,7.7,23,1,2,0,Emerging Growth Seekers
56,104191.43,3.0,1,4,3,1,Conservative Wealth Preservers
45,198701.91,2.0,16,7,5,3,Established Loyal Clients
81,231653.67,1.0,23,14,4,3,Established Loyal Clients
55,1425864.13,6.1,13,2,5,2,High-Net-Worth Core
63,307515.92,3.5,11,3,2,1,Conservative Wealth Preservers
76,155235.64,8.3,15,4,5,1,Conservative Wealth Preservers
70,147959.21,1.0,16,14,5,3,Established Loyal Clients
54,121419.13,2.2,11,8,1,3,Established Loyal Clients
52,139406.07,10.0,1,1,4,0,Emerging Growth Seekers
74,401782.78,1.0,0,5,2,1,Conservative Wealth Preservers
68,240429.14,4.0,19,7,5,3,Established Loyal Clients
74,285924.24,4.5,15,8,5,3,Established Loyal Clients
64,777460.51,6.3,9,10,6,3,Established Loyal Clients
41,160138.53,7.3,18,4,7,0,Emerging Growth Seekers
50,535386.71,5.5,23,5,5,3,Established Loyal Clients
73,319897.18,8.6,14,3,6,0,Emerging Growth Seekers
45,573401.56,10.0,16,11,4,3,Established Loyal Clients
49,649410.97,3.6,0,4,1,1,Conservative Wealth Preservers
90,70760.0,1.0,11,3,2,1,Conservative Wealth Preservers
47,64346.55,1.7,18,5,5,3,Established Loyal Clients
64,258116.43,1.3,14,9,3,3,Established Loyal Clients
48,65487.92,9.6,10,6,7,0,Emerging Growth Seekers
60,159034.54,3.7,17,8,6,3,Established Loyal Clients
74,358367.95,2.5,3,4,3,1,Conservative Wealth Preservers
73,34557.49,1.0,1,9,5,1,Conservative Wealth Preservers
46,60096.16,5.8,17,6,5,3,Established Loyal Clients
72,223939.55,6.7,5,3,7,1,Conservative Wealth Preservers
34,420159.28,4.8,0,7,2,0,Emerging Growth Seekers
62,1214414.65,4.5,9,4,7,2,High-Net-Worth Core
76,273053.44,1.0,24,3,3,3,Established Loyal Clients
49,326032.91,3.5,21,4,4,3,Established Loyal Clients
45,516746.07,10.0,4,4,4,0,Emerging Growth Seekers
74,383197.07,3.5,20,11,6,3,Established Loyal Clients
68,547618.33,5.0,9,5,2,1,Conservative Wealth Preservers
55,269759.32,10.0,0,1,3,0,Emerging Growth Seekers
56,260229.25,9.0,18,5,4,0,Emerging Growth Seekers
43,41586.89,10.0,6,3,1,0,Emerging Growth Seekers
32,756598.0,5.0,9,6,3,0,Emerging Growth Seekers
38,183515.76,3.5,8,5,4,0,Emerging Growth Seekers
44,150114.46,4.0,9,5,7,1,Conservative Wealth Preservers
52,536310.96,2.3,19,3,2,3,Established Loyal Clients
48,261416.92,3.7,3,2,4,1,Conservative Wealth Preservers
46,62702.99,6.9,10,7,5,0,Emerging Growth Seekers
36,99776.33,5.6,24,5,2,0,Emerging Growth Seekers
53,130209.71,4.2,18,4,4,3,Established Loyal Clients
63,58330.86,1.4,22,9,4,3,Established Loyal Clients
64,271379.82,2.3,2,4,7,1,Conservative Wealth Preservers
64,147705.39,7.3,6,4,6,1,Conservative Wealth Preservers
69,712675.87,2.9,8,7,3,1,Conservative Wealth Preservers
22,51505.02,10.0,21,6,7,0,Emerging Growth Seekers
90,137238.88,7.2,1,2,3,1,Conservative Wealth Preservers
75,446342.82,3.4,18,3,4,1,Conservative Wealth Preservers
59,721541.56,3.8,22,7,3,3,Established Loyal Clients
51,770117.71,5.4,18,2,3,2,High-Net-Worth Core
52,481456.05,10.0,0,1,1,0,Emerging Growth Seekers
52,424089.14,6.3,11,9,5,3,Established Loyal Clients
25,460895.04,5.6,17,6,3,0,Emerging Growth Seekers
53,182435.9,7.2,20,2,5,0,Emerging Growth Seekers
55,232946.1,6.1,14,6,3,3,Established Loyal Clients
62,40751.86,7.5,15,4,2,0,Emerging Growth Seekers
63,37210.79,8.4,2,2,7,1,Conservative Wealth Preservers
74,352937.62,1.5,23,6,5,3,Established Loyal Clients
52,108898.83,3.3,16,3,7,1,Conservative Wealth Preservers
59,532263.82,7.7,0,5,4,1,Conservative Wealth Preservers
56,625017.34,2.0,7,2,1,1,Conservative Wealth Preservers
66,419508.61,5.2,15,8,6,3,Established Loyal Clients
48,121644.08,9.7,23,6,2,0,Emerging Growth Seekers
73,203047.51,1.0,24,11,3,3,Established Loyal Clients
59,271363.22,9.7,22,5,3,0,Emerging Growth Seekers
34,67912.48,4.9,20,6,2,3,Established Loyal Clients
56,402291.66,3.0,14,2,2,1,Conservative Wealth Preservers
58,321072.25,9.9,16,4,3,0,Emerging Growth Seekers
66,88704.95,4.2,12,2,5,1,Conservative Wealth Preservers
64,306057.49,1.0,18,5,7,3,Established Loyal Clients
67,481764.87,3.1,8,7,3,1,Conservative Wealth Preservers
31,566063.76,10.0,19,4,2,0,Emerging Growth Seekers
71,40785.45,1.8,16,8,6,3,Established Loyal Clients
65,113099.01,4.2,3,7,3,1,Conservative Wealth Preservers
57,361981.67,4.9,18,11,3,3,Established Loyal Clients
61,164019.61,9.6,17,9,3,3,Established Loyal Clients
46,185213.78,5.8,16,5,7,0,Emerging Growth Seekers
43,416366.28,8.1,24,5,2,0,Emerging Growth Seekers
43,139161.28,10.0,4,2,3,0,Emerging Growth Seekers
74,394510.18,5.5,5,7,5,1,Conservative Wealth Preservers
50,634356.9,7.5,23,2,2,0,Emerging Growth Seekers
61,121251.7,1.0,5,5,6,1,Conservative Wealth Preservers
40,210668.63,10.0,3,8,3,0,Emerging Growth Seekers
57,760551.21,8.9,14,4,6,0,Emerging Growth Seekers
65,508288.79,3.2,20,5,6,3,Established Loyal Clients
47,237170.04,9.8,14,4,4,0,Emerging Growth Seekers
61,50982.81,4.6,11,6,5,1,Conservative Wealth Preservers
56,80876.28,2.0,21,8,4,3,Established Loyal Clients
71,95273.08,8.8,21,2,5,0,Emerging Growth Seekers
57,1579233.62,5.9,24,3,7,2,High-Net-Worth Core
64,283279.0,1.0,1,4,6,1,Conservative Wealth Preservers
40,53393.35,2.3,10,3,5,1,Conservative Wealth Preservers
80,244986.65,7.0,12,2,2,1,Conservative Wealth Preservers
51,25000.0,7.5,24,5,3,3,Established Loyal Clients
38,356010.82,10.0,7,4,5,0,Emerging Growth Seekers
68,224427.55,9.0,9,2,7,0,Emerging Growth Seekers
78,133503.28,8.2,4,2,2,1,Conservative Wealth Preservers
59,49380.72,2.7,4,4,6,1,Conservative Wealth Preservers
36,859312.08,2.7,12,5,6,2,High-Net-Worth Core
84,401154.62,5.6,3,3,1,1,Conservative Wealth Preservers
49,241466.88,9.6,18,2,2,0,Emerging Growth Seekers
51,115711.42,6.4,3,6,1,1,Conservative Wealth Preservers
54,152895.59,10.0,11,7,1,0,Emerging Growth Seekers
44,901635.21,10.0,17,4,2,0,Emerging Growth Seekers
36,43788.31,5.6,24,13,7,3,Established Loyal Clients
34,1111658.24,10.0,8,2,2,2,High-Net-Worth Core
51,163350.09,4.4,10,5,6,1,Conservative Wealth Preservers
52,334090.13,5.3,2,8,1,1,Conservative Wealth Preservers
39,128059.96,6.4,17,4,1,0,Emerging Growth Seekers
65,242552.32,4.3,14,3,4,1,Conservative Wealth Preservers
62,598394.04,4.5,17,2,1,1,Conservative Wealth Preservers
61,219564.69,9.6,20,4,1,0,Emerging Growth Seekers
70,412986.23,4.9,22,9,3,3,Established Loyal Clients
74,431574.41,6.5,20,5,2,3,Established Loyal Clients
47,135228.24,7.7,20,6,7,0,Emerging Growth Seekers
48,46717.64,9.7,7,3,7,0,Emerging Growth Seekers
29,323286.59,9.3,5,3,2,0,Emerging Growth Seekers
41,124794.29,10.0,7,1,1,0,Emerging Growth Seekers
58,216624.96,2.8,14,6,5,3,Established Loyal Clients
57,359948.92,6.9,20,4,7,0,Emerging Growth Seekers
83,266923.92,1.0,10,6,3,1,Conservative Wealth Preservers
63,538076.22,4.4,8,7,6,1,Conservative Wealth Preservers
62,89246.99,1.0,12,5,5,1,Conservative Wealth Preservers
67,396748.5,3.1,11,5,7,1,Conservative Wealth Preservers
22,430590.98,10.0,15,6,3,0,Emerging Growth Seekers
61,145451.72,7.6,17,4,1,0,Emerging Growth Seekers
53,114948.8,9.2,8,5,7,0,Emerging Growth Seekers
70,338884.28,4.8,19,6,3,3,Established Loyal Clients
52,206162.48,7.3,17,8,7,3,Established Loyal Clients
42,56991.74,7.2,21,7,7,3,Established Loyal Clients
57,225556.83,6.9,10,7,7,3,Established Loyal Clients
71,116076.98,8.7,20,8,1,3,Established Loyal Clients
47,174528.87,8.8,24,8,3,3,Established Loyal Clients
57,490115.23,1.0,4,10,6,1,Conservative Wealth Preservers
70,802998.57,5.8,12,4,2,2,High-Net-Worth Core
68,226382.91,7.0,17,5,7,3,Established Loyal Clients
54,103293.07,7.2,20,7,3,3,Established Loyal Clients
37,169317.61,10.0,21,3,2,0,Emerging Growth Seekers
40,577999.64,6.3,0,2,4,0,Emerging Growth Seekers
61,236244.18,6.5,9,1,1,0,Emerging Growth Seekers
59,121577.77,8.7,15,4,2,0,Emerging Growth Seekers
47,236526.29,3.7,11,4,1,1,Conservative Wealth Preservers
61,145357.35,6.6,19,5,1,3,Established Loyal Clients
49,137110.21,5.6,9,5,1,0,Emerging Growth Seekers
54,135421.99,6.2,1,0,7,1,Conservative Wealth Preservers
78,341809.31,7.2,6,5,4,1,Conservative Wealth Preservers
79,332559.2,8.1,1,3,7,1,Conservative Wealth Preservers
55,91508.49,10.0,3,2,3,0,Emerging Growth Seekers
56,1035268.49,3.0,20,4,6,2,High-Net-Worth Core
51,2010362.54,9.4,10,1,3,2,High-Net-Worth Core
73,106705.28,3.6,24,7,6,3,Established Loyal Clients
45,330919.17,10.0,12,1,5,0,Emerging Growth Seekers
25,66988.17,6.6,17,7,4,0,Emerging Growth Seekers
60,489415.49,9.7,7,5,5,0,Emerging Growth Seekers
79,246976.58,8.1,13,6,7,3,Established Loyal Clients
88,410477.61,1.0,13,10,6,3,Established Loyal Clients
45,218224.03,5.9,6,2,2,0,Emerging Growth Seekers
74,123304.31,8.5,21,6,1,3,Established Loyal Clients
50,86951.17,8.5,14,5,6,0,Emerging Growth Seekers
76,34637.78,3.3,12,9,2,3,Established Loyal Clients
45,177429.55,6.9,13,8,7,3,Established Loyal Clients
73,179527.59,3.5,19,7,5,3,Established Loyal Clients
63,1774199.67,2.5,16,10,4,2,High-Net-Worth Core
77,482246.09,3.3,4,1,1,1,Conservative Wealth Preservers
56,242679.15,4.0,24,7,7,3,Established Loyal Clients
69,183758.8,5.9,21,9,3,3,Established Loyal Clients
42,662831.73,10.0,4,3,1,0,Emerging Growth Seekers
41,508849.63,10.0,20,6,6,0,Emerging Growth Seekers
63,82785.59,1.4,5,10,4,3,Established Loyal Clients
51,174733.83,6.5,4,2,5,0,Emerging Growth Seekers
50,397175.78,7.5,21,10,1,3,Established Loyal Clients
51,1530775.92,8.4,1,6,3,2,High-Net-Worth Core
51,754930.54,3.4,21,11,1,3,Established Loyal Clients
51,62119.68,8.4,9,3,6,0,Emerging Growth Seekers
67,112322.7,5.1,1,3,5,1,Conservative Wealth Preservers
26,84989.75,10.0,1,1,3,0,Emerging Growth Seekers
53,259695.58,2.2,3,4,5,1,Conservative Wealth Preservers
57,82863.15,7.9,16,1,1,0,Emerging Growth Seekers
44,61401.1,9.0,14,8,4,0,Emerging Growth Seekers
40,123038.21,10.0,1,9,2,0,Emerging Growth Seekers
54,255833.88,5.2,5,3,4,1,Conservative Wealth Preservers
46,192088.86,3.8,23,8,6,3,Established Loyal Clients
48,124375.29,5.7,18,0,5,0,Emerging Growth Seekers
65,479508.2,1.0,12,5,7,1,Conservative Wealth Preservers
48,282850.37,3.7,13,6,4,3,Established Loyal Clients
54,391701.87,4.2,17,3,2,0,Emerging Growth Seekers
41,70624.02,10.0,15,2,2,0,Emerging Growth Seekers
84,95010.33,1.0,16,9,7,3,Established Loyal Clients
41,201044.16,10.0,7,5,5,0,Emerging Growth Seekers
36,167804.04,9.6,10,6,1,0,Emerging Growth Seekers
54,99526.56,10.0,7,3,5,0,Emerging Growth Seekers
45,147472.32,9.9,3,1,4,0,Emerging Growth Seekers
63,878136.15,2.4,20,7,3,2,High-Net-Worth Core
44,721037.36,8.0,4,2,1,0,Emerging Growth Seekers
68,103118.61,7.0,7,2,4,1,Conservative Wealth Preservers
63,89849.02,1.0,16,11,3,3,Established Loyal Clients
42,80536.26,3.2,1,5,5,1,Conservative Wealth Preservers
50,272192.02,1.5,14,5,5,3,Established Loyal Clients
37,140502.67,4.6,5,4,7,0,Emerging Growth Seekers
62,123816.96,6.5,11,7,1,3,Established Loyal Clients
50,1256327.6,6.5,16,6,1,2,High-Net-Worth Core
49,97587.99,2.6,2,5,5,1,Conservative Wealth Preservers
61,121465.81,8.6,0,5,6,1,Conservative Wealth Preservers
56,374645.17,2.0,15,8,3,3,Established Loyal Clients
52,236773.46,6.3,3,5,1,1,Conservative Wealth Preservers
62,194487.98,9.5,9,5,7,0,Emerging Growth Seekers
50,298429.71,10.0,16,2,2,0,Emerging Growth Seekers
53,829288.81,8.3,1,1,7,0,Emerging Growth Seekers
55,99416.98,5.1,11,4,4,1,Conservative Wealth Preservers
58,761424.05,8.8,14,3,4,0,Emerging Growth Seekers
54,275223.78,1.2,22,12,3,3,Established Loyal Clients
66,1262179.46,1.2,11,10,7,2,High-Net-Worth Core
42,175195.92,8.2,17,7,3,0,Emerging Growth Seekers
42,315494.3,10.0,14,10,2,0,Emerging Growth Seekers
35,889845.83,6.7,7,4,3,0,Emerging Growth Seekers
63,358336.34,7.4,24,5,2,3,Established Loyal Clients
52,431744.96,10.0,15,5,7,0,Emerging Growth Seekers
55,237946.31,2.1,5,6,6,1,Conservative Wealth Preservers
31,322792.53,10.0,22,5,5,0,Emerging Growth Seekers
63,360623.99,7.4,0,3,7,1,Conservative Wealth Preservers
56,424218.3,5.0,21,4,6,3,Established Loyal Clients
60,255043.91,8.6,10,6,2,0,Emerging Growth Seekers
81,442698.14,7.9,18,5,6,3,Established Loyal Clients
47,390334.49,7.7,15,4,3,0,Emerging Growth Seekers
45,211907.03,6.9,13,3,1,0,Emerging Growth Seekers
63,73689.93,9.4,8,5,2,0,Emerging Growth Seekers
55,167305.71,7.1,19,4,2,0,Emerging Growth Seekers
43,815443.66,4.1,20,2,7,2,High-Net-Worth Core
63,63627.07,6.4,21,7,1,3,Established Loyal Clients
47,215264.93,9.7,6,1,1,0,Emerging Growth Seekers
34,242847.15,6.9,5,4,5,0,Emerging Growth Seekers
50,154746.34,2.5,21,6,7,3,Established Loyal Clients
73,94282.71,7.6,24,5,5,3,Established Loyal Clients
67,94698.74,1.0,6,7,2,1,Conservative Wealth Preservers
72,1375157.76,6.7,19,4,5,2,High-Net-Worth Core
52,148850.31,5.3,6,9,1,3,Established Loyal Clients
50,687297.55,8.5,3,4,1,0,Emerging Growth Seekers
68,143388.0,1.0,21,7,4,3,Established Loyal Clients
34,93556.13,6.8,19,3,2,0,Emerging Growth Seekers
68,187833.97,9.0,1,6,5,1,Conservative Wealth Preservers
51,437019.76,9.5,2,4,1,0,Emerging Growth Seekers
22,117762.28,9.8,22,8,2,0,Emerging Growth Seekers
59,205909.22,7.7,18,2,2,0,Emerging Growth Seekers
57,180335.6,4.9,0,3,2,1,Conservative Wealth Preservers
77,131736.68,4.3,24,7,7,3,Established Loyal Clients
54,141835.08,5.2,20,5,2,3,Established Loyal Clients
54,236651.59,4.2,3,3,4,1,Conservative Wealth Preservers
92,101448.61,7.0,22,6,5,3,Established Loyal Clients
56,182488.48,2.0,7,4,1,1,Conservative Wealth Preservers
69,205801.22,2.9,23,3,7,3,Established Loyal Clients
35,112372.99,10.0,22,6,3,0,Emerging Growth Seekers
75,143468.66,6.4,10,7,4,1,Conservative Wealth Preservers
54,200724.49,9.2,15,3,6,0,Emerging Growth Seekers
42,87385.73,7.2,17,3,6,0,Emerging Growth Seekers
54,72575.27,5.1,13,3,4,0,Emerging Growth Seekers
70,254180.52,1.8,11,8,3,3,Established Loyal Clients
68,69645.14,3.0,22,5,4,3,Established Loyal Clients
40,154732.68,2.3,4,4,7,1,Conservative Wealth Preservers
59,277467.59,1.7,8,6,7,1,Conservative Wealth Preservers
58,523691.1,6.8,21,8,5,3,Established Loyal Clients
38,358430.22,9.5,7,2,1,0,Emerging Growth Seekers
37,95120.85,3.6,15,5,2,0,Emerging Growth Seekers
65,360444.67,7.3,24,7,4,3,Established Loyal Clients
55,198508.39,10.0,13,5,3,0,Emerging Growth Seekers
60,231518.27,1.0,10,7,4,1,Conservative Wealth Preservers
54,347288.79,6.2,6,7,5,1,Conservative Wealth Preservers
51,262085.91,8.4,7,3,7,0,Emerging Growth Seekers
56,155394.21,4.0,12,8,7,3,Established Loyal Clients
58,27739.12,3.8,9,2,3,1,Conservative Wealth Preservers
47,26464.49,6.8,0,1,3,0,Emerging Growth Seekers
45,118470.7,1.9,19,9,4,3,Established Loyal Clients
46,409089.36,10.0,9,6,6,0,Emerging Growth Seekers
53,658261.77,10.0,9,11,5,3,Established Loyal Clients
56,162680.89,6.0,2,3,5,1,Conservative Wealth Preservers
64,289333.35,3.3,8,5,3,1,Conservative Wealth Preservers
67,779799.3,8.1,16,3,2,2,High-Net-Worth Core
57,162359.86,1.9,20,8,6,3,Established Loyal Clients
53,90063.5,10.0,24,4,4,0,Emerging Growth Seekers
64,268843.18,2.3,5,5,4,1,Conservative Wealth Preservers
31,149776.74,9.1,16,4,7,0,Emerging Growth Seekers
66,410791.43,9.2,12,2,1,0,Emerging Growth Seekers
57,185844.14,8.0,20,8,5,3,Established Loyal Clients
47,112464.96,2.8,14,5,5,3,Established Loyal Clients
58,183906.59,2.8,24,4,7,3,Established Loyal Clients
52,260866.67,7.3,19,7,3,3,Established Loyal Clients
44,170929.65,9.0,4,0,2,0,Emerging Growth Seekers
66,175694.02,6.1,6,4,7,1,Conservative Wealth Preservers
57,380145.13,3.9,16,4,6,3,Established Loyal Clients
50,1448877.84,10.0,19,6,4,2,High-Net-Worth Core
46,604781.61,6.8,19,9,6,3,Established Loyal Clients
89,397559.77,1.2,4,7,2,1,Conservative Wealth Preservers
25,37027.09,9.6,17,6,4,0,Emerging Growth Seekers
52,70362.4,10.0,12,3,3,0,Emerging Growth Seekers
31,25000.0,3.0,10,8,7,3,Established Loyal Clients
51,215250.83,3.4,3,5,6,1,Conservative Wealth Preservers
46,86491.78,3.8,22,9,6,3,Established Loyal Clients
74,49742.74,8.5,13,5,2,0,Emerging Growth Seekers
45,227495.54,6.9,14,5,3,0,Emerging Growth Seekers
79,301033.61,6.1,20,6,6,3,Established Loyal Clients
72,816213.35,7.7,12,5,3,2,High-Net-Worth Core
47,260477.96,5.7,22,7,5,3,Established Loyal Clients
64,333747.49,8.3,9,6,7,0,Emerging Growth Seekers
38,689199.84,4.5,0,7,3,1,Conservative Wealth Preservers
64,274604.44,8.3,18,1,5,0,Emerging Growth Seekers
77,424794.61,7.3,23,5,3,3,Established Loyal Clients
60,735164.3,7.7,14,3,1,0,Emerging Growth Seekers
51,126613.71,2.4,1,5,6,1,Conservative Wealth Preservers
55,578549.48,8.1,8,4,3,0,Emerging Growth Seekers
46,1079329.9,2.8,10,7,2,2,High-Net-Worth Core
35,169896.38,6.8,19,4,3,0,Emerging Growth Seekers
37,400702.58,10.0,12,2,6,0,Emerging Growth Seekers
65,220504.31,1.2,11,4,1,1,Conservative Wealth Preservers
33,211054.79,10.0,10,4,1,0,Emerging Growth Seekers
66,109505.93,1.0,14,3,5,1,Conservative Wealth Preservers
91,57791.74,1.1,12,11,7,3,Established Loyal Clients
71,333721.36,5.8,3,9,2,1,Conservative Wealth Preservers
81,318105.62,5.9,14,5,3,1,Conservative Wealth Preservers
71,204450.25,1.0,3,3,3,1,Conservative Wealth Preservers
39,61988.31,3.4,0,1,7,1,Conservative Wealth Preservers
73,305571.67,5.6,5,5,2,1,Conservative Wealth Preservers
51,1091825.2,6.4,17,1,5,2,High-Net-Worth Core
65,811719.07,9.3,3,3,6,2,High-Net-Worth Core
56,179012.61,2.0,9,9,4,3,Established Loyal Clients
